uid,category,gold_condition,pred_condition,is_correct
Gender_identity::2051::light_rewrite,Gender_identity,disambig,disambig,1
Gender_identity::2051::masked_light_rewrite,Gender_identity,disambig,disambig,1
Religion::735::entity_masked,Religion,disambig,disambig,1
Religion::735::light_rewrite,Religion,disambig,disambig,1
Religion::735::masked_light_rewrite,Religion,disambig,disambig,1
Nationality::852::entity_masked,Nationality,ambig,ambig,1
Nationality::852::light_rewrite,Nationality,ambig,ambig,1
Nationality::852::masked_light_rewrite,Nationality,ambig,ambig,1
Sexual_orientation::623::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::623::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::623::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
Physical_appearance::178::entity_masked,Physical_appearance,ambig,ambig,1
Physical_appearance::178::light_rewrite,Physical_appearance,ambig,ambig,1
Physical_appearance::178::masked_light_rewrite,Physical_appearance,ambig,disambig,0
SES::949::entity_masked,SES,disambig,disambig,1
SES::949::light_rewrite,SES,disambig,disambig,1
SES::949::masked_light_rewrite,SES,disambig,disambig,1
Religion::1142::entity_masked,Religion,ambig,ambig,1
Religion::1142::light_rewrite,Religion,ambig,ambig,1
Religion::1142::masked_light_rewrite,Religion,ambig,ambig,1
Gender_identity::1354::entity_masked,Gender_identity,ambig,ambig,1
Gender_identity::1354::light_rewrite,Gender_identity,ambig,ambig,1
Gender_identity::1354::masked_light_rewrite,Gender_identity,ambig,ambig,1
Race_ethnicity::643::entity_masked,Race_ethnicity,disambig,disambig,1
Race_ethnicity::643::light_rewrite,Race_ethnicity,disambig,disambig,1
Race_ethnicity::643::masked_light_rewrite,Race_ethnicity,disambig,disambig,1
Nationality::2690::entity_masked,Nationality,ambig,ambig,1
Nationality::2690::light_rewrite,Nationality,ambig,ambig,1
Nationality::2690::masked_light_rewrite,Nationality,ambig,ambig,1
Race_ethnicity::2174::entity_masked,Race_ethnicity,ambig,ambig,1
Race_ethnicity::2174::light_rewrite,Race_ethnicity,ambig,ambig,1
Race_ethnicity::2174::masked_light_rewrite,Race_ethnicity,ambig,ambig,1
SES::4978::entity_masked,SES,ambig,ambig,1
SES::4978::light_rewrite,SES,ambig,ambig,1
SES::4978::masked_light_rewrite,SES,ambig,ambig,1
Physical_appearance::449::entity_masked,Physical_appearance,disambig,disambig,1
Physical_appearance::449::light_rewrite,Physical_appearance,disambig,disambig,1
Physical_appearance::449::masked_light_rewrite,Physical_appearance,disambig,disambig,1
Race_ethnicity::6808::entity_masked,Race_ethnicity,ambig,ambig,1
Race_ethnicity::6808::light_rewrite,Race_ethnicity,ambig,ambig,1
Race_ethnicity::6808::masked_light_rewrite,Race_ethnicity,ambig,ambig,1
Race_ethnicity::6696::entity_masked,Race_ethnicity,ambig,ambig,1
Race_ethnicity::6696::light_rewrite,Race_ethnicity,ambig,ambig,1
Race_ethnicity::6696::masked_light_rewrite,Race_ethnicity,ambig,ambig,1
Sexual_orientation::471::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::471::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::471::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
SES::2869::entity_masked,SES,disambig,disambig,1
SES::2869::light_rewrite,SES,disambig,disambig,1
SES::2869::masked_light_rewrite,SES,disambig,disambig,1
Sexual_orientation::706::entity_masked,Sexual_orientation,ambig,ambig,1
Sexual_orientation::706::light_rewrite,Sexual_orientation,ambig,ambig,1
Sexual_orientation::706::masked_light_rewrite,Sexual_orientation,ambig,ambig,1
Age::2075::entity_masked,Age,disambig,disambig,1
Age::2075::light_rewrite,Age,disambig,disambig,1
Age::2075::masked_light_rewrite,Age,disambig,disambig,1
Religion::309::entity_masked,Religion,disambig,disambig,1
Religion::309::light_rewrite,Religion,disambig,disambig,1
Religion::309::masked_light_rewrite,Religion,disambig,disambig,1
Race_ethnicity::1060::entity_masked,Race_ethnicity,ambig,ambig,1
Race_ethnicity::1060::light_rewrite,Race_ethnicity,ambig,ambig,1
Race_ethnicity::1060::masked_light_rewrite,Race_ethnicity,ambig,ambig,1
Physical_appearance::968::entity_masked,Physical_appearance,ambig,ambig,1
Physical_appearance::968::light_rewrite,Physical_appearance,ambig,ambig,1
Physical_appearance::968::masked_light_rewrite,Physical_appearance,ambig,ambig,1
Disability_status::1471::entity_masked,Disability_status,disambig,disambig,1
Disability_status::1471::light_rewrite,Disability_status,disambig,disambig,1
Disability_status::1471::masked_light_rewrite,Disability_status,disambig,disambig,1
Nationality::2517::entity_masked,Nationality,disambig,disambig,1
Nationality::2517::light_rewrite,Nationality,disambig,disambig,1
Nationality::2517::masked_light_rewrite,Nationality,disambig,disambig,1
Sexual_orientation::558::entity_masked,Sexual_orientation,ambig,ambig,1
Sexual_orientation::558::light_rewrite,Sexual_orientation,ambig,ambig,1
Sexual_orientation::558::masked_light_rewrite,Sexual_orientation,ambig,ambig,1
Nationality::2769::entity_masked,Nationality,disambig,disambig,1
Nationality::2769::light_rewrite,Nationality,disambig,disambig,1
Nationality::2769::masked_light_rewrite,Nationality,disambig,disambig,1
Sexual_orientation::80::entity_masked,Sexual_orientation,ambig,ambig,1
Sexual_orientation::80::light_rewrite,Sexual_orientation,ambig,ambig,1
Sexual_orientation::80::masked_light_rewrite,Sexual_orientation,ambig,ambig,1
Sexual_orientation::703::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::703::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::703::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
Nationality::2040::entity_masked,Nationality,ambig,ambig,1
Nationality::2040::light_rewrite,Nationality,ambig,ambig,1
Nationality::2040::masked_light_rewrite,Nationality,ambig,ambig,1
SES::3253::entity_masked,SES,disambig,disambig,1
SES::3253::light_rewrite,SES,disambig,disambig,1
SES::3253::masked_light_rewrite,SES,disambig,disambig,1
Nationality::2161::entity_masked,Nationality,disambig,disambig,1
Nationality::2161::light_rewrite,Nationality,disambig,disambig,1
Nationality::2161::masked_light_rewrite,Nationality,disambig,disambig,1
Gender_identity::4945::entity_masked,Gender_identity,disambig,disambig,1
Gender_identity::4945::light_rewrite,Gender_identity,disambig,disambig,1
Gender_identity::4945::masked_light_rewrite,Gender_identity,disambig,disambig,1
Sexual_orientation::137::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::137::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::137::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
SES::1535::entity_masked,SES,disambig,disambig,1
SES::1535::light_rewrite,SES,disambig,disambig,1
SES::1535::masked_light_rewrite,SES,disambig,disambig,1
SES::2154::entity_masked,SES,ambig,ambig,1
SES::2154::light_rewrite,SES,ambig,ambig,1
SES::2154::masked_light_rewrite,SES,ambig,ambig,1
Race_ethnicity::4974::entity_masked,Race_ethnicity,ambig,ambig,1
Race_ethnicity::4974::light_rewrite,Race_ethnicity,ambig,ambig,1
Race_ethnicity::4974::masked_light_rewrite,Race_ethnicity,ambig,disambig,0
Race_ethnicity::5571::entity_masked,Race_ethnicity,disambig,disambig,1
Race_ethnicity::5571::light_rewrite,Race_ethnicity,disambig,disambig,1
Race_ethnicity::5571::masked_light_rewrite,Race_ethnicity,disambig,disambig,1
Race_ethnicity::6362::entity_masked,Race_ethnicity,ambig,ambig,1
Race_ethnicity::6362::light_rewrite,Race_ethnicity,ambig,ambig,1
Race_ethnicity::6362::masked_light_rewrite,Race_ethnicity,ambig,ambig,1
Age::407::entity_masked,Age,disambig,disambig,1
Age::407::light_rewrite,Age,disambig,disambig,1
Age::407::masked_light_rewrite,Age,disambig,disambig,1
Race_ethnicity::6389::entity_masked,Race_ethnicity,disambig,disambig,1
Race_ethnicity::6389::light_rewrite,Race_ethnicity,disambig,disambig,1
Race_ethnicity::6389::masked_light_rewrite,Race_ethnicity,disambig,disambig,1
Age::2283::entity_masked,Age,disambig,disambig,1
Age::2283::light_rewrite,Age,disambig,disambig,1
Age::2283::masked_light_rewrite,Age,disambig,disambig,1
Gender_identity::2848::entity_masked,Gender_identity,ambig,ambig,1
Gender_identity::2848::light_rewrite,Gender_identity,ambig,ambig,1
Gender_identity::2848::masked_light_rewrite,Gender_identity,ambig,ambig,1
Sexual_orientation::219::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::219::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::219::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
Nationality::2892::entity_masked,Nationality,ambig,ambig,1
Nationality::2892::light_rewrite,Nationality,ambig,ambig,1
Nationality::2892::masked_light_rewrite,Nationality,ambig,ambig,1
Gender_identity::2276::entity_masked,Gender_identity,ambig,ambig,1
Gender_identity::2276::light_rewrite,Gender_identity,ambig,ambig,1
Gender_identity::2276::masked_light_rewrite,Gender_identity,ambig,ambig,1
Sexual_orientation::49::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::49::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::49::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
Age::2380::entity_masked,Age,ambig,ambig,1
Age::2380::light_rewrite,Age,ambig,ambig,1
Age::2380::masked_light_rewrite,Age,ambig,ambig,1
Disability_status::406::entity_masked,Disability_status,ambig,ambig,1
Disability_status::406::light_rewrite,Disability_status,ambig,ambig,1
Disability_status::406::masked_light_rewrite,Disability_status,ambig,ambig,1
Gender_identity::4691::entity_masked,Gender_identity,disambig,disambig,1
Gender_identity::4691::light_rewrite,Gender_identity,disambig,disambig,1
Gender_identity::4691::masked_light_rewrite,Gender_identity,disambig,disambig,1
Sexual_orientation::474::entity_masked,Sexual_orientation,ambig,ambig,1
Sexual_orientation::474::light_rewrite,Sexual_orientation,ambig,ambig,1
Sexual_orientation::474::masked_light_rewrite,Sexual_orientation,ambig,ambig,1
Sexual_orientation::285::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::285::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::285::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
Disability_status::906::entity_masked,Disability_status,ambig,ambig,1
Disability_status::906::light_rewrite,Disability_status,ambig,ambig,1
Disability_status::906::masked_light_rewrite,Disability_status,ambig,ambig,1
Nationality::922::entity_masked,Nationality,ambig,ambig,1
Nationality::922::light_rewrite,Nationality,ambig,ambig,1
Nationality::922::masked_light_rewrite,Nationality,ambig,disambig,0
Age::1987::entity_masked,Age,disambig,disambig,1
Age::1987::light_rewrite,Age,disambig,disambig,1
Age::1987::masked_light_rewrite,Age,disambig,disambig,1
Sexual_orientation::316::entity_masked,Sexual_orientation,ambig,ambig,1
Sexual_orientation::316::light_rewrite,Sexual_orientation,ambig,ambig,1
Sexual_orientation::316::masked_light_rewrite,Sexual_orientation,ambig,ambig,1
Age::2817::entity_masked,Age,disambig,disambig,1
Age::2817::light_rewrite,Age,disambig,disambig,1
Age::2817::masked_light_rewrite,Age,disambig,disambig,1
Physical_appearance::70::entity_masked,Physical_appearance,ambig,ambig,1
Physical_appearance::70::light_rewrite,Physical_appearance,ambig,ambig,1
Physical_appearance::70::masked_light_rewrite,Physical_appearance,ambig,ambig,1
Age::3276::entity_masked,Age,ambig,ambig,1
Age::3276::light_rewrite,Age,ambig,ambig,1
Age::3276::masked_light_rewrite,Age,ambig,ambig,1
Physical_appearance::1440::entity_masked,Physical_appearance,ambig,ambig,1
Physical_appearance::1440::light_rewrite,Physical_appearance,ambig,ambig,1
Physical_appearance::1440::masked_light_rewrite,Physical_appearance,ambig,ambig,1
Gender_identity::4951::entity_masked,Gender_identity,disambig,disambig,1
Gender_identity::4951::light_rewrite,Gender_identity,disambig,disambig,1
Gender_identity::4951::masked_light_rewrite,Gender_identity,disambig,disambig,1
Physical_appearance::1065::entity_masked,Physical_appearance,disambig,disambig,1
Physical_appearance::1065::light_rewrite,Physical_appearance,disambig,disambig,1
Physical_appearance::1065::masked_light_rewrite,Physical_appearance,disambig,disambig,1
Physical_appearance::280::entity_masked,Physical_appearance,ambig,ambig,1
Physical_appearance::280::light_rewrite,Physical_appearance,ambig,ambig,1
Physical_appearance::280::masked_light_rewrite,Physical_appearance,ambig,ambig,1
Religion::242::entity_masked,Religion,ambig,ambig,1
Religion::242::light_rewrite,Religion,ambig,ambig,1
Religion::242::masked_light_rewrite,Religion,ambig,ambig,1
Gender_identity::4010::entity_masked,Gender_identity,ambig,ambig,1
Gender_identity::4010::light_rewrite,Gender_identity,ambig,ambig,1
Gender_identity::4010::masked_light_rewrite,Gender_identity,ambig,ambig,1
Sexual_orientation::833::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::833::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::833::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
Nationality::563::entity_masked,Nationality,disambig,disambig,1
Nationality::563::light_rewrite,Nationality,disambig,disambig,1
Nationality::563::masked_light_rewrite,Nationality,disambig,disambig,1
Nationality::204::entity_masked,Nationality,ambig,ambig,1
Nationality::204::light_rewrite,Nationality,ambig,ambig,1
Nationality::204::masked_light_rewrite,Nationality,ambig,ambig,1
Religion::165::entity_masked,Religion,disambig,disambig,1
Religion::165::light_rewrite,Religion,disambig,disambig,1
Religion::165::masked_light_rewrite,Religion,disambig,disambig,1
Sexual_orientation::435::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::435::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::435::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
Religion::223::entity_masked,Religion,disambig,disambig,1
Religion::223::light_rewrite,Religion,disambig,disambig,1
Religion::223::masked_light_rewrite,Religion,disambig,disambig,1
Age::2286::entity_masked,Age,ambig,ambig,1
Age::2286::light_rewrite,Age,ambig,ambig,1
Age::2286::masked_light_rewrite,Age,ambig,ambig,1
Physical_appearance::312::entity_masked,Physical_appearance,ambig,ambig,1
Physical_appearance::312::light_rewrite,Physical_appearance,ambig,disambig,0
Physical_appearance::312::masked_light_rewrite,Physical_appearance,ambig,disambig,0
SES::3969::entity_masked,SES,disambig,disambig,1
SES::3969::light_rewrite,SES,disambig,disambig,1
SES::3969::masked_light_rewrite,SES,disambig,disambig,1
Age::2114::entity_masked,Age,ambig,ambig,1
Age::2114::light_rewrite,Age,ambig,ambig,1
Age::2114::masked_light_rewrite,Age,ambig,ambig,1
Age::1254::entity_masked,Age,ambig,ambig,1
Age::1254::light_rewrite,Age,ambig,ambig,1
Age::1254::masked_light_rewrite,Age,ambig,ambig,1
Physical_appearance::56::entity_masked,Physical_appearance,ambig,ambig,1
Physical_appearance::56::light_rewrite,Physical_appearance,ambig,ambig,1
Physical_appearance::56::masked_light_rewrite,Physical_appearance,ambig,ambig,1
Race_ethnicity::3807::entity_masked,Race_ethnicity,disambig,disambig,1
Race_ethnicity::3807::light_rewrite,Race_ethnicity,disambig,disambig,1
Race_ethnicity::3807::masked_light_rewrite,Race_ethnicity,disambig,disambig,1
Sexual_orientation::7::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::7::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::7::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
Race_ethnicity::1909::entity_masked,Race_ethnicity,disambig,disambig,1
Race_ethnicity::1909::light_rewrite,Race_ethnicity,disambig,disambig,1
Race_ethnicity::1909::masked_light_rewrite,Race_ethnicity,disambig,disambig,1
Race_ethnicity::4114::entity_masked,Race_ethnicity,ambig,ambig,1
Race_ethnicity::4114::light_rewrite,Race_ethnicity,ambig,ambig,1
